Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price
2020,1,1.358986893,103.8433244,570261.0,CENTRAL REGION,BISHAN,MARYMOUNT,261.0,BISHAN ST 22,EXECUTIVE,MAISONETTE,4,6,150,1992,71,Bishan MRT Station,1066.963223,8448.993185,MARYMOUNT,PAP,880000
2020,1,1.358840862,103.843854,570285.0,CENTRAL REGION,BISHAN,MARYMOUNT,285.0,BISHAN ST 22,4 ROOM,MODEL A,13,15,108,1992,71,Bishan MRT Station,1019.047809,8426.935599,MARYMOUNT,PAP,670000
2020,1,1.35591015,103.8451584,570291.0,CENTRAL REGION,BISHAN,MARYMOUNT,291.0,BISHAN ST 24,5 ROOM,PREMIUM APARTMENT,7,9,121,1998,77,Bishan MRT Station,674.1293371,8090.951395,MARYMOUNT,PAP,690000
2020,1,1.356366211,103.843934,571273.0,CENTRAL REGION,BISHAN,MARYMOUNT,,BISHAN ST 24,4 ROOM,DBSS,28,30,95,2011,90,Bishan MRT Station,804.7182379,8153.772566,MARYMOUNT,PAP,888888
2020,1,1.356366211,103.843934,571273.0,CENTRAL REGION,BISHAN,MARYMOUNT,,BISHAN ST 24,5 ROOM,DBSS,13,15,120,2011,90,Bishan MRT Station,804.7182379,8153.772566,MARYMOUNT,PAP,860000
2020,1,1.351478813,103.8371852,570313.0,CENTRAL REGION,BISHAN,UPPER THOMSON,313.0,SHUNFU RD,3 ROOM,NEW GENERATION,1,3,67,1985,64,Marymount MRT Station,394.9030552,7733.256155,MARYMOUNT,PAP,373000
2020,1,1.358744097,103.8326898,570443.0,CENTRAL REGION,BISHAN,UPPER THOMSON,443.0,SIN MING AVE,5 ROOM,IMPROVED,4,6,123,1990,69,Upper Thomson MRT Station,479.0938117,8627.675037,BISHAN-TOA PAYOH,PAP,690000
2020,1,1.358539429,103.8323093,570444.0,CENTRAL REGION,BISHAN,UPPER THOMSON,444.0,SIN MING AVE,5 ROOM,IMPROVED,10,12,125,1990,69,Upper Thomson MRT Station,460.5909538,8615.998575,BISHAN-TOA PAYOH,PAP,690000
2020,1,1.358355538,103.8303978,570450.0,CENTRAL REGION,BISHAN,UPPER THOMSON,450.0,SIN MING AVE,5 ROOM,IMPROVED,10,12,125,1989,68,Upper Thomson MRT Station,516.8808847,8651.046522,BISHAN-TOA PAYOH,PAP,700000
2020,1,1.287531165,103.8070202,150012.0,CENTRAL REGION,BUKIT MERAH,ALEXANDRA HILL,12.0,JLN BT MERAH,4 ROOM,MODEL A,4,6,108,1996,75,Queenstown MRT Station,783.2645492,4953.374183,TANJONG PAGAR,PAP,590000
2020,1,1.286403502,103.809742,152028.0,CENTRAL REGION,BUKIT MERAH,ALEXANDRA HILL,28.0,JLN BT MERAH,2 ROOM,STANDARD,10,12,47,1967,46,Redhill MRT Station,856.9542752,4640.347645,TANJONG PAGAR,PAP,195000
2020,1,1.287277396,103.8109636,151048.0,CENTRAL REGION,BUKIT MERAH,ALEXANDRA HILL,48.0,LENGKOK BAHRU,5 ROOM,IMPROVED,7,9,122,1986,65,Redhill MRT Station,693.7953765,4513.956894,TANJONG PAGAR,PAP,628000
2020,1,1.289651,103.8153995,151063.0,CENTRAL REGION,BUKIT MERAH,ALEXANDRA HILL,,LENGKOK BAHRU,4 ROOM,MODEL A,16,18,101,2001,80,Redhill MRT Station,149.3020957,4062.543005,TANJONG PAGAR,PAP,728888
2020,1,1.28728822,103.831873,162002.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,2.0,JLN BT HO SWEE,2 ROOM,STANDARD,10,12,35,1971,50,Tiong Bahru MRT Station,555.7589015,2213.447897,JALAN BESAR,PAP,205000
2020,1,1.291828624,103.8265458,161004.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,4.0,DELTA AVE,4 ROOM,NEW GENERATION,7,9,91,1985,64,Tiong Bahru MRT Station,625.0213808,2922.783939,JALAN BESAR,PAP,606000
2020,1,1.288746037,103.8288242,160022.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,22.0,HAVELOCK RD,3 ROOM,STANDARD,4,6,67,1969,48,Tiong Bahru MRT Station,347.6486383,2580.80252,JALAN BESAR,PAP,330000
2020,1,1.28789877,103.8282036,160028.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,28.0,JLN KLINIK,3 ROOM,STANDARD,4,6,58,1969,48,Tiong Bahru MRT Station,231.2685566,2626.889121,JALAN BESAR,PAP,311000
2020,1,1.28789877,103.8282036,160028.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,28.0,JLN KLINIK,3 ROOM,STANDARD,1,3,58,1969,48,Tiong Bahru MRT Station,231.2685566,2626.889121,JALAN BESAR,PAP,265000
2020,1,1.287669769,103.8282029,160030.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,30.0,JLN KLINIK,3 ROOM,STANDARD,4,6,58,1969,48,Tiong Bahru MRT Station,211.0988626,2621.859034,JALAN BESAR,PAP,300000
2020,1,1.28951776,103.8284671,161052.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,52.0,HAVELOCK RD,4 ROOM,MODEL A,1,3,94,2013,92,Tiong Bahru MRT Station,402.1491647,2641.337143,JALAN BESAR,PAP,718000
2020,1,1.28951776,103.8284671,161052.0,CENTRAL REGION,BUKIT MERAH,BUKIT HO SWEE,52.0,HAVELOCK RD,3 ROOM,MODEL A,4,6,69,2013,92,Tiong Bahru MRT Station,402.1491647,2641.337143,JALAN BESAR,PAP,590000
2020,1,1.280455613,103.8123177,101104.0,CENTRAL REGION,BUKIT MERAH,DEPOT ROAD,,DEPOT RD,5 ROOM,IMPROVED,25,27,115,2000,79,Telok Blangah MRT Station,1114.912838,4347.519772,WEST COAST,PAP,696888
2020,1,1.27469944,103.8404854,80013.0,CENTRAL REGION,BUKIT MERAH,EVERTON PARK,13.0,CANTONMENT CL,5 ROOM,IMPROVED,13,15,110,2003,82,Outram Park MRT Station,567.7247639,1513.612938,TANJONG PAGAR,PAP,970000
2020,1,1.273835569,103.8398443,80017.0,CENTRAL REGION,BUKIT MERAH,EVERTON PARK,17.0,CANTONMENT CL,4 ROOM,MODEL A,10,12,90,2003,82,Outram Park MRT Station,653.8858575,1628.60115,TANJONG PAGAR,PAP,770000
2020,1,1.290214202,103.8223568,150105.0,CENTRAL REGION,BUKIT MERAH,HENDERSON HILL,105.0,HENDERSON CRES,3 ROOM,IMPROVED,10,12,65,1975,54,Redhill MRT Station,628.2768352,3318.43657,TANJONG PAGAR,PAP,300000
2020,1,1.276883151,103.8308839,160148.0,CENTRAL REGION,BUKIT MERAH,KAMPONG TIONG BAHRU,148.0,SILAT AVE,3 ROOM,NEW GENERATION,10,12,82,1982,61,Outram Park MRT Station,1011.014906,2370.679946,TANJONG PAGAR,PAP,420000
2020,1,1.28687207,103.8160261,150068.0,CENTRAL REGION,BUKIT MERAH,REDHILL,68.0,REDHILL CL,5 ROOM,IMPROVED,16,18,115,2001,80,Redhill MRT Station,315.6492116,3948.968226,RADIN MAS,PAP,845888
2020,1,1.286726327,103.8167005,150070.0,CENTRAL REGION,BUKIT MERAH,REDHILL,70.0,REDHILL CL,4 ROOM,MODEL A,1,3,100,2001,80,Redhill MRT Station,321.6059986,3872.616676,RADIN MAS,PAP,622500
2020,1,1.28603089,103.8190237,150087.0,CENTRAL REGION,BUKIT MERAH,REDHILL,87.0,REDHILL CL,5 ROOM,IMPROVED,7,9,126,1995,74,Redhill MRT Station,472.5666998,3607.68768,RADIN MAS,PAP,830000
2020,1,1.28871632,103.8168546,151076.0,CENTRAL REGION,BUKIT MERAH,REDHILL,,REDHILL RD,4 ROOM,MODEL A,19,21,100,2005,84,Redhill MRT Station,102.315822,3885.246578,RADIN MAS,PAP,790000
2020,1,1.288053157,103.8152771,151075.0,CENTRAL REGION,BUKIT MERAH,REDHILL,,REDHILL RD,4 ROOM,MODEL A,25,27,100,2005,84,Redhill MRT Station,238.9959608,4047.801721,RADIN MAS,PAP,810000
2020,1,1.271690611,103.8098523,100046.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,46.0,TELOK BLANGAH DR,3 ROOM,IMPROVED,1,3,65,1976,55,Telok Blangah MRT Station,109.2870016,4779.307839,WEST COAST,PAP,310000
2020,1,1.272346698,103.8105545,100048.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,48.0,TELOK BLANGAH DR,5 ROOM,STANDARD,22,24,123,1976,55,Telok Blangah MRT Station,201.6967342,4685.151479,WEST COAST,PAP,825000
2020,1,1.27309041,103.8101436,100050.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,50.0,TELOK BLANGAH DR,4 ROOM,NEW GENERATION,1,3,98,1978,57,Telok Blangah MRT Station,267.0083428,4709.624618,WEST COAST,PAP,460000
2020,1,1.27425274,103.8124291,100056.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,56.0,TELOK BLANGAH HTS,4 ROOM,NEW GENERATION,7,9,91,1976,55,Telok Blangah MRT Station,491.8290524,4432.828595,WEST COAST,PAP,445000
2020,1,1.275245431,103.8111067,100062.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,62.0,TELOK BLANGAH HTS,3 ROOM,NEW GENERATION,4,6,73,1976,55,Telok Blangah MRT Station,523.7421817,4554.635597,WEST COAST,PAP,335000
2020,1,1.27736919,103.8082549,100088.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,88.0,TELOK BLANGAH HTS,5 ROOM,IMPROVED,7,9,110,2003,82,Telok Blangah MRT Station,755.569988,4830.859517,WEST COAST,PAP,730000
2020,1,1.273476841,103.8068103,102080.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,,TELOK BLANGAH ST 31,3 ROOM,PREMIUM APARTMENT,13,15,67,2013,92,Labrador Park MRT Station,397.1223194,5062.082038,WEST COAST,PAP,608888
2020,1,1.273494356,103.8072294,103080.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH DRIVE,,TELOK BLANGAH ST 31,3 ROOM,PREMIUM APARTMENT,13,15,68,2013,92,Telok Blangah MRT Station,417.6748011,5016.068438,WEST COAST,PAP,575000
2020,1,1.274361964,103.822184,90033.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH RISE,33.0,TELOK BLANGAH WAY,3 ROOM,IMPROVED,10,12,59,1976,55,HarbourFront MRT Station,994.8064033,3378.216609,RADIN MAS,PAP,278000
2020,1,1.272672565,103.8228757,90037.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH RISE,37.0,TELOK BLANGAH RISE,5 ROOM,STANDARD,25,27,117,1976,55,HarbourFront MRT Station,819.1398413,3363.208047,RADIN MAS,PAP,580000
2020,1,1.270918709,103.8226854,90042.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH RISE,42.0,TELOK BLANGAH RISE,3 ROOM,IMPROVED,10,12,59,1976,55,HarbourFront MRT Station,624.7758219,3453.42317,RADIN MAS,PAP,266000
2020,1,1.270918709,103.8226854,90042.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH RISE,42.0,TELOK BLANGAH RISE,3 ROOM,IMPROVED,4,6,59,1976,55,HarbourFront MRT Station,624.7758219,3453.42317,RADIN MAS,PAP,242000
2020,1,1.275352014,103.8269502,90115.0,CENTRAL REGION,BUKIT MERAH,TELOK BLANGAH RISE,115.0,BT PURMEI RD,5 ROOM,MODEL A,16,18,138,1985,64,Tiong Bahru MRT Station,1198.927091,2838.825906,RADIN MAS,PAP,735000
2020,1,1.285727781,103.8325924,163018.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,18.0,TIONG BAHRU RD,3 ROOM,STANDARD,4,6,88,1973,52,Tiong Bahru MRT Station,624.6417782,2103.735656,TANJONG PAGAR,PAP,540000
2020,1,1.285754796,103.8321508,163020.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,20.0,TIONG BAHRU RD,3 ROOM,STANDARD,4,6,88,1973,52,Tiong Bahru MRT Station,575.414687,2152.809415,TANJONG PAGAR,PAP,580000
2020,1,1.285754796,103.8321508,163020.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,20.0,TIONG BAHRU RD,3 ROOM,STANDARD,1,3,88,1973,52,Tiong Bahru MRT Station,575.414687,2152.809415,TANJONG PAGAR,PAP,585000
2020,1,1.280189423,103.8281784,160131.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,131.0,JLN BT MERAH,3 ROOM,IMPROVED,7,9,76,1976,55,Tiong Bahru MRT Station,676.8700469,2591.939098,TANJONG PAGAR,PAP,298000
2020,1,1.281522804,103.8300358,163127.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,KIM TIAN RD,2 ROOM,MODEL A,7,9,47,2013,92,Tiong Bahru MRT Station,617.3177111,2372.166159,TANJONG PAGAR,PAP,405000
2020,1,1.281962435,103.8295591,161127.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,KIM TIAN RD,3 ROOM,MODEL A,34,36,62,2013,92,Tiong Bahru MRT Station,547.886225,2422.297641,TANJONG PAGAR,PAP,600000
2020,1,1.286545996,103.8308245,165006.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,4 ROOM,MODEL A,13,15,100,2005,84,Tiong Bahru MRT Station,427.520157,2312.24274,TANJONG PAGAR,PAP,838000
2020,1,1.286336847,103.8292048,164010.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,3 ROOM,MODEL A,22,24,62,2016,95,Tiong Bahru MRT Station,245.9925511,2486.544749,TANJONG PAGAR,PAP,700000
2020,1,1.286358471,103.8296262,160010.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,4 ROOM,MODEL A,16,18,93,2016,95,Tiong Bahru MRT Station,292.9482216,2440.538391,TANJONG PAGAR,PAP,1008000
2020,1,1.286358471,103.8296262,160010.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,3 ROOM,MODEL A,25,27,62,2016,95,Tiong Bahru MRT Station,292.9482216,2440.538391,TANJONG PAGAR,PAP,685000
2020,1,1.281522804,103.8300358,163127.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,KIM TIAN RD,3 ROOM,MODEL A,7,9,62,2013,92,Tiong Bahru MRT Station,617.3177111,2372.166159,TANJONG PAGAR,PAP,480000
2020,1,1.286358471,103.8296262,160010.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,4 ROOM,MODEL A,31,33,92,2016,95,Tiong Bahru MRT Station,292.9482216,2440.538391,TANJONG PAGAR,PAP,968000
2020,1,1.281962435,103.8295591,161127.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,KIM TIAN RD,3 ROOM,MODEL A,28,30,62,2013,92,Tiong Bahru MRT Station,547.886225,2422.297641,TANJONG PAGAR,PAP,588000
2020,1,1.286827152,103.8286595,162009.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,BOON TIONG RD,5 ROOM,IMPROVED,4,6,112,2016,95,Tiong Bahru MRT Station,197.5992118,2554.991046,TANJONG PAGAR,PAP,980000
2020,1,1.281522804,103.8300358,163127.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU,,KIM TIAN RD,4 ROOM,MODEL A,16,18,93,2013,92,Tiong Bahru MRT Station,617.3177111,2372.166159,TANJONG PAGAR,PAP,758000
2020,1,1.282702702,103.8284912,160121.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,121.0,KIM TIAN PL,5 ROOM,IMPROVED,19,21,115,2001,80,Tiong Bahru MRT Station,420.3138617,2538.648804,TANJONG PAGAR,PAP,810000
2020,1,1.282702702,103.8284912,160121.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,121.0,KIM TIAN PL,5 ROOM,IMPROVED,4,6,114,2001,80,Tiong Bahru MRT Station,420.3138617,2538.648804,TANJONG PAGAR,PAP,825000
2020,1,1.282757974,103.8252056,166026.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,3 ROOM,MODEL A,13,15,60,2009,88,Tiong Bahru MRT Station,429.2275246,2904.217955,TANJONG PAGAR,PAP,543000
2020,1,1.281420282,103.8256452,161118.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,4 ROOM,MODEL A,4,6,92,2003,82,Tiong Bahru MRT Station,548.9939447,2860.505463,TANJONG PAGAR,PAP,640000
2020,1,1.282218691,103.8245363,163027.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,4 ROOM,MODEL A,1,3,85,2008,87,Tiong Bahru MRT Station,518.0686805,2979.837656,TANJONG PAGAR,PAP,640000
2020,1,1.28178928,103.8259896,162118.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,5 ROOM,IMPROVED,28,30,110,2003,82,Tiong Bahru MRT Station,499.8984318,2820.014837,TANJONG PAGAR,PAP,888000
2020,1,1.283062285,103.8260599,162026.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,3 ROOM,MODEL A,16,18,60,2008,87,Tiong Bahru MRT Station,361.7765699,2809.0246,TANJONG PAGAR,PAP,526000
2020,1,1.283246503,103.8278547,161120.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,KIM TIAN PL,5 ROOM,IMPROVED,19,21,115,2001,80,Tiong Bahru MRT Station,339.6120971,2609.406151,TANJONG PAGAR,PAP,880000
2020,1,1.282681051,103.8265834,164118.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,4 ROOM,MODEL A,7,9,91,2003,82,Tiong Bahru MRT Station,391.2500405,2750.975701,TANJONG PAGAR,PAP,680000
2020,1,1.281155585,103.8272666,162119.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,KIM TIAN RD,5 ROOM,IMPROVED,25,27,110,2002,81,Tiong Bahru MRT Station,557.981392,2682.489145,TANJONG PAGAR,PAP,825000
2020,1,1.281420282,103.8256452,161118.0,CENTRAL REGION,BUKIT MERAH,TIONG BAHRU STATION,,JLN MEMBINA,4 ROOM,MODEL A,1,3,90,2003,82,Tiong Bahru MRT Station,548.9939447,2860.505463,TANJONG PAGAR,PAP,588000
2020,1,1.338304798,103.7735416,590009.0,CENTRAL REGION,BUKIT TIMAH,ANAK BUKIT,9.0,TOH YI DR,4 ROOM,MODEL A,10,12,104,1989,68,Beauty World MRT Station,431.1401414,10596.46097,HOLLAND-BUKIT TIMAH,PAP,618000
2020,1,1.322877615,103.8116477,266734.0,CENTRAL REGION,BUKIT TIMAH,CORONATION ROAD,3.0,QUEEN'S RD,4 ROOM,IMPROVED,10,12,91,1974,53,Botanic Gardens MRT Station,419.499048,6238.380809,HOLLAND-BUKIT TIMAH,PAP,560058
2020,1,1.322877615,103.8116477,266734.0,CENTRAL REGION,BUKIT TIMAH,CORONATION ROAD,3.0,QUEEN'S RD,3 ROOM,IMPROVED,7,9,76,1974,53,Botanic Gardens MRT Station,419.499048,6238.380809,HOLLAND-BUKIT TIMAH,PAP,480888
